Age,Gender,Education Level,Job Title,Years of Experience,Salary,Career_Start_Age,Gender_Encoded,Education_Level_Encoded,Job_Title_Encoded
28.0,Female,Bachelor's,Software Engineer,5.0,150000.0,23.0,0,1.0,175
26.0,Male,Bachelor's,Data Analyst,3.0,120000.0,23.0,1,1.0,18
29.0,Female,Master's,Data Scientist,6.0,150000.0,23.0,0,2.0,20
32.0,Male,Bachelor's,Software Engineer,8.0,180000.0,24.0,1,1.0,175
33.0,Female,Master's,Product Manager,11.0,195000.0,22.0,0,2.0,106
24.0,Male,Bachelor's,Data Analyst,2.0,95000.0,22.0,1,1.0,18
27.0,Male,Bachelor's,Software Engineer,4.0,160000.0,23.0,1,1.0,175
25.0,Female,Bachelor's,Data Analyst,2.0,100000.0,23.0,0,1.0,18
30.0,Female,PhD,Data Scientist,7.0,170000.0,23.0,0,3.0,20
31.0,Male,Bachelor's,Data Analyst,9.0,190000.0,22.0,1,1.0,18
28.0,Female,Bachelor's,Software Engineer,5.0,150000.0,23.0,0,1.0,175
26.0,Male,Bachelor's,Data Analyst,3.0,120000.0,23.0,1,1.0,18
29.0,Female,Master's,Data Scientist,6.0,150000.0,23.0,0,2.0,20
32.0,Male,Bachelor's,Software Engineer,8.0,180000.0,24.0,1,1.0,175
33.0,Female,Master's,Product Manager,11.0,195000.0,22.0,0,2.0,106
24.0,Male,Bachelor's,Data Analyst,2.0,95000.0,22.0,1,1.0,18
27.0,Male,Bachelor's,Software Engineer,4.0,160000.0,23.0,1,1.0,175
25.0,Female,Bachelor's,Data Analyst,2.0,100000.0,23.0,0,1.0,18
30.0,Female,PhD,Data Scientist,7.0,170000.0,23.0,0,3.0,20
31.0,Male,Bachelor's,Data Analyst,9.0,190000.0,22.0,1,1.0,18
28.0,Female,Bachelor's,Software Engineer,5.0,150000.0,23.0,0,1.0,175
26.0,Male,Bachelor's,Data Analyst,3.0,120000.0,23.0,1,1.0,18
29.0,Female,Master's,Data Scientist,6.0,150000.0,23.0,0,2.0,20
32.0,Male,Bachelor's,Software Engineer,8.0,180000.0,24.0,1,1.0,175
33.0,Female,Master's,Product Manager,11.0,195000.0,22.0,0,2.0,106
24.0,Male,Bachelor's,Data Analyst,2.0,95000.0,22.0,1,1.0,18
27.0,Male,Bachelor's,Software Engineer,4.0,160000.0,23.0,1,1.0,175
25.0,Female,Bachelor's,Data Analyst,2.0,100000.0,23.0,0,1.0,18
30.0,Female,PhD,Data Scientist,7.0,170000.0,23.0,0,3.0,20
31.0,Male,Bachelor's,Data Analyst,9.0,190000.0,22.0,1,1.0,18
28.0,Female,Bachelor's,Software Engineer,5.0,150000.0,23.0,0,1.0,175
26.0,Male,Bachelor's,Data Analyst,3.0,120000.0,23.0,1,1.0,18
29.0,Female,Master's,Data Scientist,6.0,150000.0,23.0,0,2.0,20
32.0,Male,Bachelor's,Software Engineer,8.0,180000.0,24.0,1,1.0,175
33.0,Female,Master's,Product Manager,11.0,195000.0,22.0,0,2.0,106
24.0,Male,Bachelor's,Data Analyst,2.0,95000.0,22.0,1,1.0,18
27.0,Male,Bachelor's,Software Engineer,4.0,160000.0,23.0,1,1.0,175
25.0,Female,Bachelor's,Data Analyst,2.0,100000.0,23.0,0,1.0,18
30.0,Female,PhD,Data Scientist,7.0,170000.0,23.0,0,3.0,20
31.0,Male,Bachelor's,Data Analyst,9.0,190000.0,22.0,1,1.0,18
28.0,Female,Bachelor's,Software Engineer,5.0,150000.0,23.0,0,1.0,175
26.0,Male,Bachelor's,Data Analyst,3.0,120000.0,23.0,1,1.0,18
29.0,Female,Master's,Data Scientist,6.0,150000.0,23.0,0,2.0,20
32.0,Male,Bachelor's,Software Engineer,8.0,180000.0,24.0,1,1.0,175
33.0,Female,Master's,Product Manager,11.0,195000.0,22.0,0,2.0,106
24.0,Male,Bachelor's,Data Analyst,2.0,95000.0,22.0,1,1.0,18
27.0,Male,Bachelor's,Software Engineer,4.0,160000.0,23.0,1,1.0,175
25.0,Female,Bachelor's,Data Analyst,2.0,100000.0,23.0,0,1.0,18
30.0,Female,PhD,Data Scientist,7.0,170000.0,23.0,0,3.0,20
29.0,Male,Bachelor's,Software Engineer,7.0,180000.0,22.0,1,1.0,175
27.0,Female,Bachelor's,Data Analyst,5.0,120000.0,22.0,0,1.0,18
33.0,Male,Master's,Data Scientist,10.0,195000.0,23.0,1,2.0,20
28.0,Male,Bachelor's,Software Engineer,4.0,160000.0,24.0,1,1.0,175
26.0,Female,Bachelor's,Data Analyst,3.0,100000.0,23.0,0,1.0,18
31.0,Male,Bachelor's,Product Manager,8.0,190000.0,23.0,1,1.0,106
30.0,Male,Master's,Software Engineer,6.0,170000.0,24.0,1,2.0,175
32.0,Female,Bachelor's,Data Scientist,9.0,185000.0,23.0,0,1.0,20
29.0,Male,Bachelor's,Data Analyst,7.0,130000.0,22.0,1,1.0,18
35.0,Female,Bachelor's,Product Manager,12.0,190000.0,23.0,0,1.0,106
27.0,Male,Bachelor's,Software Engineer,5.0,150000.0,22.0,1,1.0,175
28.0,Female,Master's,Data Scientist,6.0,150000.0,22.0,0,2.0,20
37.0,Male,PhD,Product Manager,14.0,195000.0,23.0,1,3.0,106
26.0,Male,Bachelor's,Data Analyst,3.0,110000.0,23.0,1,1.0,18
30.0,Female,Bachelor's,Software Engineer,8.0,180000.0,22.0,0,1.0,175
31.0,Male,Master's,Data Scientist,9.0,185000.0,22.0,1,2.0,20
29.0,Female,Bachelor's,Data Analyst,7.0,130000.0,22.0,0,1.0,18
32.0,Male,Bachelor's,Software Engineer,10.0,190000.0,22.0,1,1.0,175
28.0,Female,Master's,Data Scientist,6.0,155000.0,22.0,0,2.0,20
34.0,Male,Bachelor's,Software Engineer,12.0,195000.0,22.0,1,1.0,175
25.0,Female,Bachelor's,Data Analyst,2.0,90000.0,23.0,0,1.0,18
30.0,Male,Bachelor's,Product Manager,8.0,185000.0,22.0,1,1.0,106
29.0,Female,Bachelor's,Data Analyst,6.0,120000.0,23.0,0,1.0,18
31.0,Male,Bachelor's,Software Engineer,9.0,180000.0,22.0,1,1.0,175
26.0,Female,Bachelor's,Data Analyst,3.0,100000.0,23.0,0,1.0,18
33.0,Male,Master's,Data Scientist,10.0,195000.0,23.0,1,2.0,20
28.0,Male,Bachelor's,Software Engineer,4.0,160000.0,24.0,1,1.0,175
27.0,Female,Bachelor's,Data Analyst,5.0,125000.0,22.0,0,1.0,18
30.0,Male,Master's,Software Engineer,6.0,170000.0,24.0,1,2.0,175
32.0,Female,Bachelor's,Data Scientist,9.0,185000.0,23.0,0,1.0,20
29.0,Male,Bachelor's,Data Analyst,7.0,130000.0,22.0,1,1.0,18
35.0,Female,Bachelor's,Product Manager,12.0,190000.0,23.0,0,1.0,106
27.0,Male,Bachelor's,Software Engineer,5.0,150000.0,22.0,1,1.0,175
28.0,Female,Master's,Data Scientist,6.0,150000.0,22.0,0,2.0,20
37.0,Male,PhD,Product Manager,14.0,195000.0,23.0,1,3.0,106
26.0,Male,Bachelor's,Data Analyst,3.0,110000.0,23.0,1,1.0,18
30.0,Female,Bachelor's,Software Engineer,8.0,180000.0,22.0,0,1.0,175
31.0,Male,Master's,Data Scientist,9.0,185000.0,22.0,1,2.0,20
29.0,Female,Bachelor's,Data Analyst,7.0,130000.0,22.0,0,1.0,18
32.0,Male,Bachelor's,Software Engineer,10.0,190000.0,22.0,1,1.0,175
28.0,Female,Master's,Data Scientist,6.0,155000.0,22.0,0,2.0,20
34.0,Male,Bachelor's,Software Engineer,12.0,195000.0,22.0,1,1.0,175
25.0,Female,Bachelor's,Data Analyst,2.0,90000.0,23.0,0,1.0,18
30.0,Male,Bachelor's,Product Manager,8.0,185000.0,22.0,1,1.0,106
29.0,Female,Bachelor's,Data Analyst,6.0,120000.0,23.0,0,1.0,18
31.0,Male,Bachelor's,Software Engineer,9.0,180000.0,22.0,1,1.0,175
26.0,Female,Bachelor's,Data Analyst,3.0,100000.0,23.0,0,1.0,18
33.0,Male,Master's,Data Scientist,10.0,195000.0,23.0,1,2.0,20
28.0,Male,Bachelor's,Software Engineer,4.0,160000.0,24.0,1,1.0,175
27.0,Female,Bachelor's,Data Analyst,5.0,125000.0,22.0,0,1.0,18
30.0,Male,Master's,Software Engineer,6.0,170000.0,24.0,1,2.0,175
32.0,Female,Bachelor's,Data Scientist,9.0,185000.0,23.0,0,1.0,20
29.0,Male,Bachelor's,Data Analyst,7.0,130000.0,22.0,1,1.0,18
35.0,Female,Bachelor's,Product Manager,12.0,190000.0,23.0,0,1.0,106
27.0,Male,Bachelor's,Software Engineer,5.0,150000.0,22.0,1,1.0,175
28.0,Female,Master's,Data Scientist,6.0,150000.0,22.0,0,2.0,20
37.0,Male,PhD,Product Manager,14.0,195000.0,23.0,1,3.0,106
26.0,Male,Bachelor's,Data Analyst,3.0,110000.0,23.0,1,1.0,18
30.0,Female,Bachelor's,Software Engineer,8.0,180000.0,22.0,0,1.0,175
31.0,Male,Master's,Data Scientist,9.0,185000.0,22.0,1,2.0,20
29.0,Female,Bachelor's,Data Analyst,7.0,130000.0,22.0,0,1.0,18
32.0,Male,Bachelor's,Software Engineer,10.0,190000.0,22.0,1,1.0,175
28.0,Female,Master's,Data Scientist,6.0,155000.0,22.0,0,2.0,20
34.0,Male,Bachelor's,Software Engineer,12.0,195000.0,22.0,1,1.0,175
25.0,Female,Bachelor's,Data Analyst,2.0,90000.0,23.0,0,1.0,18
30.0,Male,Bachelor's,Product Manager,8.0,185000.0,22.0,1,1.0,106
29.0,Female,Bachelor's,Data Analyst,6.0,120000.0,23.0,0,1.0,18
31.0,Male,Bachelor's,Software Engineer,9.0,180000.0,22.0,1,1.0,175
26.0,Female,Bachelor's,Data Analyst,3.0,100000.0,23.0,0,1.0,18
33.0,Male,Master's,Data Scientist,10.0,195000.0,23.0,1,2.0,20
28.0,Male,Bachelor's,Software Engineer,4.0,160000.0,24.0,1,1.0,175
27.0,Female,Bachelor's,Data Analyst,5.0,125000.0,22.0,0,1.0,18
30.0,Male,Master's,Software Engineer,6.0,170000.0,24.0,1,2.0,175
32.0,Female,Bachelor's,Data Scientist,9.0,185000.0,23.0,0,1.0,20
29.0,Male,Bachelor's,Data Analyst,7.0,130000.0,22.0,1,1.0,18
35.0,Female,Bachelor's,Product Manager,12.0,190000.0,23.0,0,1.0,106
27.0,Male,Bachelor's,Software Engineer,5.0,150000.0,22.0,1,1.0,175
28.0,Female,Master's,Data Scientist,6.0,150000.0,22.0,0,2.0,20
37.0,Male,PhD,Product Manager,14.0,195000.0,23.0,1,3.0,106
26.0,Male,Bachelor's,Data Analyst,3.0,110000.0,23.0,1,1.0,18
30.0,Female,Bachelor's,Software Engineer,8.0,180000.0,22.0,0,1.0,175
31.0,Male,Master's,Data Scientist,9.0,185000.0,22.0,1,2.0,20
29.0,Female,Bachelor's,Data Analyst,7.0,130000.0,22.0,0,1.0,18
32.0,Male,Bachelor's,Software Engineer,10.0,190000.0,22.0,1,1.0,175
28.0,Female,Master's,Data Scientist,6.0,155000.0,22.0,0,2.0,20
34.0,Male,Bachelor's,Software Engineer,12.0,195000.0,22.0,1,1.0,175
25.0,Female,Bachelor's,Data Analyst,2.0,90000.0,23.0,0,1.0,18
30.0,Male,Bachelor's,Product Manager,8.0,185000.0,22.0,1,1.0,106
29.0,Female,Bachelor's,Data Analyst,6.0,120000.0,23.0,0,1.0,18
31.0,Male,Bachelor's,Software Engineer,9.0,180000.0,22.0,1,1.0,175
26.0,Female,Bachelor's,Data Analyst,3.0,100000.0,23.0,0,1.0,18
33.0,Male,Master's,Data Scientist,10.0,195000.0,23.0,1,2.0,20
28.0,Male,Bachelor's,Software Engineer,4.0,160000.0,24.0,1,1.0,175
27.0,Female,Bachelor's,Data Analyst,5.0,125000.0,22.0,0,1.0,18
30.0,Male,Master's,Software Engineer,6.0,170000.0,24.0,1,2.0,175
32.0,Female,Bachelor's,Data Scientist,9.0,185000.0,23.0,0,1.0,20
29.0,Male,Bachelor's,Data Analyst,7.0,130000.0,22.0,1,1.0,18
35.0,Female,Bachelor's,Product Manager,12.0,190000.0,23.0,0,1.0,106
27.0,Male,Bachelor's,Software Engineer,5.0,150000.0,22.0,1,1.0,175
28.0,Female,Master's,Data Scientist,6.0,150000.0,22.0,0,2.0,20
37.0,Male,PhD,Product Manager,14.0,195000.0,23.0,1,3.0,106
26.0,Male,Bachelor's,Data Analyst,3.0,110000.0,23.0,1,1.0,18
30.0,Female,Bachelor's,Software Engineer,8.0,180000.0,22.0,0,1.0,175
31.0,Male,Master's,Data Scientist,9.0,185000.0,22.0,1,2.0,20
29.0,Female,Bachelor's,Data Analyst,7.0,130000.0,22.0,0,1.0,18
32.0,Male,Bachelor's,Software Engineer,10.0,190000.0,22.0,1,1.0,175
28.0,Female,Master's,Data Scientist,6.0,155000.0,22.0,0,2.0,20
34.0,Male,Bachelor's,Software Engineer,12.0,195000.0,22.0,1,1.0,175
25.0,Female,Bachelor's,Data Analyst,2.0,90000.0,23.0,0,1.0,18
30.0,Male,Bachelor's,Product Manager,8.0,185000.0,22.0,1,1.0,106
28.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,175000.0,21.0,1,1.1,168
44.0,Male,PhD,Software Engineer Manager,18.0,190000.0,26.0,1,3.0,176
33.0,Female,Master's Degree,Back end Developer,5.0,110000.0,28.0,0,2.1,3
50.0,Male,PhD,Senior Project Engineer,16.0,195000.0,34.0,1,3.0,158
27.0,Female,Master's Degree,Full Stack Engineer,3.0,100000.0,24.0,0,2.1,44
25.0,Male,Bachelor's Degree,Front end Developer,1.0,60000.0,24.0,1,1.1,43
35.0,Male,Master's Degree,Senior Software Engineer,8.0,155000.0,27.0,1,2.1,168
47.0,Female,PhD,Full Stack Engineer,12.0,175000.0,35.0,0,3.0,44
46.0,Female,Master's Degree,Senior Project Engineer,13.0,180000.0,33.0,0,2.1,158
32.0,Male,Bachelor's Degree,Back end Developer,4.0,95000.0,28.0,1,1.1,3
61.0,Male,PhD,Software Engineer Manager,20.0,200000.0,41.0,1,3.0,176
41.0,Male,Master's Degree,Senior Software Engineer,11.0,165000.0,30.0,1,2.1,168
37.0,Male,Master's Degree,Senior Project Engineer,9.0,145000.0,28.0,1,2.1,158
53.0,Male,PhD,Software Engineer Manager,19.0,195000.0,34.0,1,3.0,176
30.0,Female,Bachelor's Degree,Front end Developer,2.0,75000.0,28.0,0,1.1,43
26.0,Female,Master's Degree,Back end Developer,3.0,90000.0,23.0,0,2.1,3
37.0,Female,Master's Degree,Senior Software Engineer,9.0,155000.0,28.0,0,2.1,168
32.0,Male,Bachelor's Degree,Full Stack Engineer,5.0,115000.0,27.0,1,1.1,44
44.0,Female,Master's Degree,Senior Software Engineer,12.0,170000.0,32.0,0,2.1,168
50.0,Female,PhD,Software Engineer Manager,16.0,190000.0,34.0,0,3.0,176
27.0,Male,Bachelor's Degree,Senior Project Engineer,4.0,115000.0,23.0,1,1.1,158
42.0,Male,PhD,Full Stack Engineer,14.0,180000.0,28.0,1,3.0,44
57.0,Male,PhD,Software Engineer Manager,18.0,195000.0,39.0,1,3.0,176
35.0,Male,Master's Degree,Senior Software Engineer,7.0,140000.0,28.0,1,2.1,168
62.0,Male,PhD,Software Engineer Manager,19.0,200000.0,43.0,1,3.0,176
26.0,Female,Master's Degree,Back end Developer,2.0,70000.0,24.0,0,2.1,3
42.0,Female,Master's Degree,Senior Project Engineer,11.0,170000.0,31.0,0,2.1,158
41.0,Female,PhD,Software Engineer Manager,14.0,185000.0,27.0,0,3.0,176
36.0,Female,Master's Degree,Full Stack Engineer,8.0,140000.0,28.0,0,2.1,44
49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,34.0,1,3.0,176
49.0,Male,PhD,Senior Project Engineer,15.0,185000.0,34.0,1,3.0,158
47.0,Male,PhD,Software Engineer Manager,15.0,180000.0,32.0,1,3.0,176
47.0,Male,PhD,Senior Software Engineer,14.0,175000.0,33.0,1,3.0,168
26.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,24.0,1,1.1,43
24.0,Female,Bachelor's Degree,Back end Developer,1.0,60000.0,23.0,0,1.1,3
62.0,Male,PhD,Software Engineer Manager,20.0,200000.0,42.0,1,3.0,176
42.0,Male,PhD,Senior Software Engineer,14.0,170000.0,28.0,1,3.0,168
41.0,Female,Master's Degree,Senior Project Engineer,11.0,165000.0,30.0,0,2.1,158
23.0,Male,Bachelor's Degree,Full Stack Engineer,1.0,55000.0,22.0,1,1.1,44
55.0,Male,PhD,Software Engineer Manager,17.0,190000.0,38.0,1,3.0,176
26.0,Female,Master's Degree,Back end Developer,3.0,90000.0,23.0,0,2.1,3
33.0,Female,Bachelor's Degree,Front end Developer,5.0,105000.0,28.0,0,1.1,43
31.0,Male,Master's Degree,Full Stack Engineer,6.0,130000.0,25.0,1,2.1,44
50.0,Female,PhD,Software Engineer Manager,16.0,185000.0,34.0,0,3.0,176
24.0,Female,Master's Degree,Back end Developer,1.0,60000.0,23.0,0,2.1,3
56.0,Male,PhD,Software Engineer Manager,17.0,195000.0,39.0,1,3.0,176
24.0,Male,Bachelor's Degree,Front end Developer,1.0,60000.0,23.0,1,1.1,43
37.0,Male,Master's Degree,Senior Software Engineer,8.0,150000.0,29.0,1,2.1,168
43.0,Female,PhD,Senior Project Engineer,13.0,180000.0,30.0,0,3.0,158
44.0,Female,Master's Degree,Senior Software Engineer,12.0,170000.0,32.0,0,2.1,168
34.0,Male,Master's Degree,Back end Developer,6.0,125000.0,28.0,1,2.1,3
45.0,Male,PhD,Software Engineer Manager,15.0,185000.0,30.0,1,3.0,176
29.0,Male,Bachelor's Degree,Full Stack Engineer,3.0,90000.0,26.0,1,1.1,44
29.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,26.0,1,1.1,43
29.0,Female,Bachelor's Degree,Back end Developer,3.0,85000.0,26.0,0,1.1,3
48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,32.0,1,3.0,158
43.0,Female,Master's Degree,Software Engineer Manager,11.0,160000.0,32.0,0,2.1,176
62.0,Male,PhD,Software Engineer Manager,19.0,200000.0,43.0,1,3.0,176
54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,37.0,1,3.0,176
60.0,Male,PhD,Software Engineer Manager,18.0,195000.0,42.0,1,3.0,176
54.0,Female,PhD,Software Engineer Manager,14.0,190000.0,40.0,0,3.0,176
27.0,Female,Master's Degree,Full Stack Engineer,3.0,95000.0,24.0,0,2.1,44
23.0,Male,Bachelor's Degree,Back end Developer,1.0,55000.0,22.0,1,1.1,3
45.0,Male,PhD,Senior Software Engineer,13.0,185000.0,32.0,1,3.0,168
32.0,Female,Master's Degree,Full Stack Engineer,5.0,120000.0,27.0,0,2.1,44
57.0,Male,PhD,Software Engineer Manager,16.0,195000.0,41.0,1,3.0,176
47.0,Male,PhD,Software Engineer Manager,14.0,175000.0,33.0,1,3.0,176
25.0,Female,Master's Degree,Back end Developer,2.0,75000.0,23.0,0,2.1,3
58.0,Male,PhD,Software Engineer Manager,17.0,200000.0,41.0,1,3.0,176
41.0,Female,Master's Degree,Senior Software Engineer,12.0,160000.0,29.0,0,2.1,168
41.0,Male,PhD,Software Engineer Manager,12.0,175000.0,29.0,1,3.0,176
26.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,24.0,1,1.1,43
47.0,Male,PhD,Senior Software Engineer,15.0,180000.0,32.0,1,3.0,168
24.0,Female,Bachelor's Degree,Back end Developer,1.0,60000.0,23.0,0,1.1,3
48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,32.0,1,3.0,158
32.0,Male,Bachelor's Degree,Full Stack Engineer,5.0,120000.0,27.0,1,1.1,44
61.0,Male,PhD,Software Engineer Manager,20.0,200000.0,41.0,1,3.0,176
45.0,Male,PhD,Senior Project Engineer,14.0,185000.0,31.0,1,3.0,158
50.0,Female,PhD,Software Engineer Manager,16.0,190000.0,34.0,0,3.0,176
53.0,Male,PhD,Software Engineer Manager,18.0,195000.0,35.0,1,3.0,176
47.0,Female,PhD,Senior Software Engineer,14.0,170000.0,33.0,0,3.0,168
23.0,Male,Bachelor's Degree,Front end Developer,1.0,55000.0,22.0,1,1.1,43
33.0,Male,Master's Degree,Back end Developer,6.0,130000.0,27.0,1,2.1,3
42.0,Male,PhD,Software Engineer Manager,14.0,180000.0,28.0,1,3.0,176
45.0,Male,PhD,Senior Project Engineer,14.0,185000.0,31.0,1,3.0,158
23.0,Male,Bachelor's Degree,Front end Developer,1.0,55000.0,22.0,1,1.1,43
37.0,Male,Master's Degree,Senior Software Engineer,9.0,145000.0,28.0,1,2.1,168
44.0,Female,Master's Degree,Senior Project Engineer,12.0,170000.0,32.0,0,2.1,158
54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,37.0,1,3.0,176
38.0,Female,Master's Degree,Back end Developer,10.0,155000.0,28.0,0,2.1,3
34.0,Male,Master's Degree,Full Stack Engineer,6.0,125000.0,28.0,1,2.1,44
46.0,Female,PhD,Software Engineer Manager,14.0,180000.0,32.0,0,3.0,176
30.0,Male,Bachelor's Degree,Back end Developer,4.0,95000.0,26.0,1,1.1,3
44.0,Female,Master's Degree,Senior Software Engineer,11.0,170000.0,33.0,0,2.1,168
27.0,Female,Master's Degree,Full Stack Engineer,3.0,100000.0,24.0,0,2.1,44
42.0,Male,PhD,Senior Project Engineer,14.0,175000.0,28.0,1,3.0,158
27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,24.0,1,1.1,43
54.0,Male,PhD,Software Engineer Manager,18.0,195000.0,36.0,1,3.0,176
38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,28.0,1,2.1,168
31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0,25.0,1,2.1,158
28.0,Female,Master's Degree,Full Stack Engineer,4.0,110000.0,24.0,0,2.1,44
30.0,Female,Master's Degree,Back end Developer,6.0,130000.0,24.0,0,2.1,3
54.0,Male,PhD,Software Engineer Manager,16.0,190000.0,38.0,1,3.0,176
62.0,Male,PhD,Software Engineer Manager,20.0,200000.0,42.0,1,3.0,176
62.0,Male,PhD,Software Engineer Manager,19.0,200000.0,43.0,1,3.0,176
37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0,28.0,1,2.1,168
31.0,Male,Master's Degree,Senior Software Engineer,7.0,140000.0,24.0,1,2.1,168
58.0,Female,PhD,Software Engineer Manager,17.0,195000.0,41.0,0,3.0,176
56.0,Male,PhD,Software Engineer Manager,17.0,195000.0,39.0,1,3.0,176
23.0,Female,Bachelor's Degree,Back end Developer,1.0,55000.0,22.0,0,1.1,3
49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,34.0,1,3.0,176
32.0,Female,Master's Degree,Full Stack Engineer,5.0,120000.0,27.0,0,2.1,44
52.0,Female,PhD,Software Engineer Manager,16.0,190000.0,36.0,0,3.0,176
32.0,Female,Master's Degree,Full Stack Engineer,6.0,130000.0,26.0,0,2.1,44
50.0,Female,PhD,Software Engineer Manager,16.0,190000.0,34.0,0,3.0,176
32.0,Male,Master's Degree,Back end Developer,6.0,130000.0,26.0,1,2.1,3
34.0,Male,Master's Degree,Full Stack Engineer,7.0,140000.0,27.0,1,2.1,44
28.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,26.0,1,1.1,43
44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0,33.0,1,2.1,158
55.0,Male,PhD,Software Engineer Manager,17.0,190000.0,38.0,1,3.0,176
27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,24.0,1,1.1,43
46.0,Male,PhD,Software Engineer Manager,14.0,180000.0,32.0,1,3.0,176
27.0,Female,Master's Degree,Back end Developer,2.0,70000.0,25.0,0,2.1,3
45.0,Male,PhD,Senior Project Engineer,14.0,185000.0,31.0,1,3.0,158
23.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,22.0,0,1.1,43
36.0,Female,Master's Degree,Full Stack Engineer,8.0,140000.0,28.0,0,2.1,44
47.0,Female,PhD,Senior Software Engineer,14.0,170000.0,33.0,0,3.0,168
33.0,Male,Master's Degree,Back end Developer,6.0,130000.0,27.0,1,2.1,3
43.0,Male,PhD,Software Engineer Manager,13.0,180000.0,30.0,1,3.0,176
30.0,Male,Bachelor's Degree,Back end Developer,4.0,95000.0,26.0,1,1.1,3
28.0,Female,Bachelor's Degree,Front end Developer,2.0,70000.0,26.0,0,1.1,43
43.0,Male,Master's Degree,Senior Project Engineer,12.0,165000.0,31.0,1,2.1,158
43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,30.0,1,3.0,158
36.0,Male,Master's Degree,Senior Software Engineer,7.0,140000.0,29.0,1,2.1,168
24.0,Male,Bachelor's Degree,Front end Developer,1.0,60000.0,23.0,1,1.1,43
28.0,Female,Bachelor's Degree,Front end Developer,3.0,80000.0,25.0,0,1.1,43
37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0,28.0,1,2.1,168
41.0,Female,PhD,Software Engineer Manager,14.0,185000.0,27.0,0,3.0,176
26.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,24.0,1,1.1,43
28.0,Female,Master's Degree,Back end Developer,3.0,90000.0,25.0,0,2.1,3
43.0,Male,PhD,Senior Software Engineer,12.0,170000.0,31.0,1,3.0,168
42.0,Male,PhD,Senior Software Engineer,14.0,170000.0,28.0,1,3.0,168
48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,32.0,1,3.0,158
27.0,Female,Master's Degree,Back end Developer,2.0,70000.0,25.0,0,2.1,3
49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,34.0,1,3.0,176
44.0,Male,PhD,Senior Project Engineer,12.0,170000.0,32.0,1,3.0,158
27.0,Female,Master's Degree,Full Stack Engineer,3.0,100000.0,24.0,0,2.1,44
37.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,27.0,1,2.1,168
44.0,Female,Master's Degree,Senior Project Engineer,12.0,170000.0,32.0,0,2.1,158
56.0,Male,PhD,Software Engineer Manager,18.0,195000.0,38.0,1,3.0,176
49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,34.0,1,3.0,176
27.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,25.0,1,1.1,43
48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,32.0,1,3.0,158
31.0,Male,Master's Degree,Full Stack Engineer,7.0,140000.0,24.0,1,2.1,44
25.0,Male,Bachelor's Degree,Front end Developer,1.0,60000.0,24.0,1,1.1,43
50.0,Male,PhD,Software Engineer Manager,16.0,190000.0,34.0,1,3.0,176
46.0,Male,PhD,Software Engineer Manager,14.0,180000.0,32.0,1,3.0,176
33.0,Male,Master's Degree,Full Stack Engineer,6.0,130000.0,27.0,1,2.1,44
42.0,Male,PhD,Senior Software Engineer,14.0,170000.0,28.0,1,3.0,168
41.0,Male,PhD,Senior Project Engineer,12.0,165000.0,29.0,1,3.0,158
43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,30.0,1,3.0,158
32.0,Male,Master's Degree,Back end Developer,6.0,130000.0,26.0,1,2.1,3
24.0,Male,Bachelor's Degree,Front end Developer,1.0,60000.0,23.0,1,1.1,43
44.0,Female,Master's Degree,Senior Software Engineer,11.0,170000.0,33.0,0,2.1,168
36.0,Male,Master's Degree,Senior Software Engineer,7.0,140000.0,29.0,1,2.1,168
28.0,Female,Master's Degree,Full Stack Engineer,4.0,110000.0,24.0,0,2.1,44
28.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,26.0,1,1.1,43
37.0,Male,Master's Degree,Senior Software Engineer,9.0,145000.0,28.0,1,2.1,168
54.0,Male,PhD,Software Engineer Manager,16.0,190000.0,38.0,1,3.0,176
58.0,Male,PhD,Software Engineer Manager,17.0,200000.0,41.0,1,3.0,176
